windowDuration_s,signalName,arOrder,medianDeltaAICc_relativeToAR1,fractionOfProbeFitsLocallyBest
60,pitch_rad,21,-11268.4589926214,0
60,pitch_rad,22,-11357.6533188398,0
60,pitch_rad,23,-11359.4859349855,0
60,pitch_rad,24,-11367.3018426106,0
60,pitch_rad,25,-11419.588835091,0
60,pitch_rad,26,-11433.3742204045,0
60,pitch_rad,27,-11433.1507867069,0.01
60,pitch_rad,28,-11442.471640876,0.0283333333333333
60,pitch_rad,29,-11461.204353961,0.311666666666667
60,pitch_rad,30,-11459.6369094119,0.55
60,relDisp_m,1,0,0
60,relDisp_m,2,-1632.70419034201,0
60,relDisp_m,3,-2553.17908664259,0
60,relDisp_m,4,-3742.70855982064,0
60,relDisp_m,5,-4548.07900780705,0.015
60,relDisp_m,6,-5481.73278479182,0.0183333333333333
60,relDisp_m,7,-6114.07976462184,0.02
60,relDisp_m,8,-6802.56955964258,0.03
60,relDisp_m,9,-7304.15594402721,0.005
60,relDisp_m,10,-7851.40625577703,0.00333333333333333
60,relDisp_m,11,-8250.36494109609,0.00333333333333333
60,relDisp_m,12,-8679.85148561314,0.005
60,relDisp_m,13,-9008.45266483471,0
60,relDisp_m,14,-9367.49769392223,0
60,relDisp_m,15,-9597.10867452501,0
60,relDisp_m,16,-9878.54744128166,0
60,relDisp_m,17,-10138.4938908058,0
60,relDisp_m,18,-10428.5709203112,0
60,relDisp_m,19,-10686.9029878667,0
60,relDisp_m,20,-11018.5976774227,0
60,relDisp_m,21,-11246.9647724109,0
60,relDisp_m,22,-11411.9681023525,0
60,relDisp_m,23,-11466.7561567104,0
60,relDisp_m,24,-11469.8632531484,0
60,relDisp_m,25,-11493.8762924067,0
60,relDisp_m,26,-11515.2396730531,0
60,relDisp_m,27,-11533.2868174547,0.005
60,relDisp_m,28,-11537.2327832143,0.065
60,relDisp_m,29,-11563.4401583936,0.095
60,relDisp_m,30,-11575.4627028755,0.735
60,relVel_mps,1,0,0
60,relVel_mps,2,-1516.86754014259,0
60,relVel_mps,3,-2371.81126653948,0
60,relVel_mps,4,-3509.04645742804,0
60,relVel_mps,5,-4234.31104523621,0.00833333333333333
60,relVel_mps,6,-5063.23102212503,0.0116666666666667
60,relVel_mps,7,-5627.14754353387,0.0266666666666667
60,relVel_mps,8,-6246.33816136778,0.0266666666666667
60,relVel_mps,9,-6692.2919044107,0.0116666666666667
60,relVel_mps,10,-7172.30098217324,0.005
60,relVel_mps,11,-7537.365778106,0.00666666666666667
60,relVel_mps,12,-7932.64113063272,0
60,relVel_mps,13,-8236.06821940096,0
60,relVel_mps,14,-8511.55526511711,0
60,relVel_mps,15,-8743.21934616326,0
60,relVel_mps,16,-9050.57315770249,0
60,relVel_mps,17,-9294.89421180003,0
60,relVel_mps,18,-9601.5702685078,0
60,relVel_mps,19,-9873.4177876658,0
60,relVel_mps,20,-10140.7944201175,0.00166666666666667
60,relVel_mps,21,-10327.7330607815,0
60,relVel_mps,22,-10495.7174245642,0
60,relVel_mps,23,-10560.202098116,0
60,relVel_mps,24,-10624.8016510349,0
60,relVel_mps,25,-10629.2718565585,0
60,relVel_mps,26,-10641.7442159379,0.00166666666666667
60,relVel_mps,27,-10648.4124315596,0.00333333333333333
60,relVel_mps,28,-10652.184370656,0.00833333333333333
60,relVel_mps,29,-10671.1384451679,0.153333333333333
60,relVel_mps,30,-10678.3591303502,0.735
60,ptoForce_N,1,0,0
60,ptoForce_N,2,-1516.86754014259,0
60,ptoForce_N,3,-2371.81126653949,0
60,ptoForce_N,4,-3509.046457428,0
60,ptoForce_N,5,-4234.31104523647,0.00833333333333333
60,ptoForce_N,6,-5063.23102212498,0.0116666666666667
60,ptoForce_N,7,-5627.14754352967,0.0266666666666667
60,ptoForce_N,8,-6246.33816137257,0.0266666666666667
60,ptoForce_N,9,-6692.29190436092,0.0116666666666667
60,ptoForce_N,10,-7172.30098247439,0.005
60,ptoForce_N,11,-7537.36577972586,0.00666666666666667
60,ptoForce_N,12,-7932.64113168726,0
60,ptoForce_N,13,-8236.06818508681,0
60,ptoForce_N,14,-8511.55522922003,0
60,ptoForce_N,15,-8743.21916271098,0
60,ptoForce_N,16,-9050.57335582828,0
60,ptoForce_N,17,-9294.89546051799,0
60,ptoForce_N,18,-9601.57102475169,0
60,ptoForce_N,19,-9873.44282713982,0
60,ptoForce_N,20,-10140.707343265,0.00166666666666667
60,ptoForce_N,21,-10327.6949755137,0
60,ptoForce_N,22,-10495.85009051,0
60,ptoForce_N,23,-10561.2839323978,0
60,ptoForce_N,24,-10619.6817740144,0
60,ptoForce_N,25,-10623.057476648,0
60,ptoForce_N,26,-10638.5337376167,0.00166666666666667
60,ptoForce_N,27,-10649.9853391736,0.00333333333333333
60,ptoForce_N,28,-10653.1601701955,0.0116666666666667
60,ptoForce_N,29,-10671.0483727088,0.158333333333333
60,ptoForce_N,30,-10678.4368920106,0.726666666666667
